42.144199 0.000000
42.278867 0.000045
42.345426 0.000091
42.278867 0.000136
42.144199 0.000181
42.007411 0.000227
42.076074 0.000272
42.007411 0.000317
41.938200 0.000363
41.868434 0.000408
41.798102 0.000454
41.727197 0.000499
41.868434 0.000544
41.938200 0.000590
41.868434 0.000635
41.798102 0.000680
41.798102 0.000726
41.798102 0.000771
41.727197 0.000816
41.655707 0.000862
41.655707 0.000907
41.655707 0.000952
41.583625 0.000998
41.583625 0.001043
41.583625 0.001088
41.583625 0.001134
41.655707 0.001179
41.655707 0.001224
41.583625 0.001270
41.510939 0.001315
41.583625 0.001361
41.655707 0.001406
41.583625 0.001451
41.510939 0.001497
41.510939 0.001542
41.510939 0.001587
41.510939 0.001633
41.510939 0.001678
41.583625 0.001723
41.655707 0.001769
41.727197 0.001814
41.727197 0.001859
41.727197 0.001905
41.727197 0.001950
41.798102 0.001995
41.868434 0.002041
41.798102 0.002086
41.798102 0.002132
41.798102 0.002177
41.938200 0.002222
42.007411 0.002268
42.007411 0.002313
42.076074 0.002358
42.211794 0.002404
42.211794 0.002449
42.278867 0.002494
42.345426 0.002540
42.345426 0.002585
42.345426 0.002630
42.345426 0.002676
42.345426 0.002721
42.345426 0.002766
42.345426 0.002812
42.345426 0.002857
42.345426 0.002902
42.345426 0.002948
42.345426 0.002993
42.411479 0.003039
42.477033 0.003084
42.345426 0.003129
42.278867 0.003175
42.278867 0.003220
42.278867 0.003265
41.938200 0.003311
41.938200 0.003356
42.144199 0.003401
42.278867 0.003447
42.211794 0.003492
41.938200 0.003537
42.076074 0.003583
42.411479 0.003628
42.411479 0.003673
42.007411 0.003719
41.868434 0.003764
42.144199 0.003810
42.211794 0.003855
41.938200 0.003900
42.007411 0.003946
42.211794 0.003991
42.076074 0.004036
41.938200 0.004082
42.076074 0.004127
42.345426 0.004172
42.144199 0.004218
41.868434 0.004263
42.144199 0.004308
42.411479 0.004354
41.938200 0.004399
41.727197 0.004444
42.211794 0.004490
42.211794 0.004535
41.868434 0.004580
42.007411 0.004626
41.938200 0.004671
42.211794 0.004717
42.211794 0.004762
42.211794 0.004807
42.278867 0.004853
41.798102 0.004898
41.938200 0.004943
42.345426 0.004989
42.211794 0.005034
41.868434 0.005079
41.868434 0.005125
42.007411 0.005170
42.477033 0.005215
42.211794 0.005261
41.868434 0.005306
42.211794 0.005351
42.278867 0.005397
42.076074 0.005442
41.938200 0.005488
42.278867 0.005533
42.542096 0.005578
42.007411 0.005624
41.868434 0.005669
42.144199 0.005714
42.278867 0.005760
42.076074 0.005805
42.076074 0.005850
42.211794 0.005896
42.542096 0.005941
42.144199 0.005986
41.868434 0.006032
42.144199 0.006077
42.606675 0.006122
42.278867 0.006168
41.727197 0.006213
41.938200 0.006259
42.542096 0.006304
42.345426 0.006349
42.076074 0.006395
42.278867 0.006440
42.278867 0.006485
42.278867 0.006531
42.345426 0.006576
42.278867 0.006621
42.144199 0.006667
42.345426 0.006712
42.477033 0.006757
42.211794 0.006803
42.076074 0.006848
42.278867 0.006893
42.411479 0.006939
42.278867 0.006984
42.211794 0.007029
42.278867 0.007075
42.411479 0.007120
42.411479 0.007166
42.345426 0.007211
42.278867 0.007256
42.345426 0.007302
42.278867 0.007347
42.211794 0.007392
42.278867 0.007438
42.411479 0.007483
42.278867 0.007528
42.211794 0.007574
42.278867 0.007619
42.345426 0.007664
42.211794 0.007710
42.144199 0.007755
42.076074 0.007800
42.076074 0.007846
41.938200 0.007891
41.798102 0.007937
41.727197 0.007982
41.868434 0.008027
41.938200 0.008073
41.868434 0.008118
41.798102 0.008163
41.798102 0.008209
41.798102 0.008254
41.798102 0.008299
41.727197 0.008345
41.727197 0.008390
41.655707 0.008435
41.510939 0.008481
41.583625 0.008526
41.583625 0.008571
41.583625 0.008617
41.583625 0.008662
41.583625 0.008707
41.655707 0.008753
41.583625 0.008798
41.583625 0.008844
41.583625 0.008889
41.655707 0.008934
41.583625 0.008980
41.510939 0.009025
41.510939 0.009070
41.510939 0.009116
41.583625 0.009161
41.583625 0.009206
41.583625 0.009252
41.583625 0.009297
41.655707 0.009342
41.727197 0.009388
41.868434 0.009433
41.938200 0.009478
42.007411 0.009524
42.076074 0.009569
42.007411 0.009615
42.007411 0.009660
42.007411 0.009705
42.076074 0.009751
42.007411 0.009796
